Ranking,University,City,State,Region,Founded,Students_count,Staff_count,Setting,Latitude,Longitude,Air_quality
1601,Marymount California University,Rancho Palos Verdes ,California,West,1932,1999,99,Suburban,33.74516,-118.402399,4
1602,West Virginia School of Osteopathic Medicine,Lewisburg ,West Virginia,Southeast,1972,999,99,Rural,37.801721,-80.445414,2
1603,Mount Carmel College of Nursing,Columbus ,Ohio,Midwest,1939,1999,199,Urban,39.962649,-82.996216,2
1604,Webber International University,Babson Park ,Florida,Southeast,1927,999,50,Suburban,27.832021,-81.520875,2
1605,Albany College of Pharmacy and Health Sciences,Albany ,New York,Northeast,1881,1999,199,Urban,42.651242,-73.755418,2
1606,Ursuline College,Pepper Pike ,Ohio,Midwest,1871,1999,199,Suburban,41.478519,-81.463313,3
1607,Lake Erie College,Painesville ,Ohio,Midwest,1856,1999,199,Suburban,41.724109,-81.245167,3
1608,University of Saint Mary,Leavenworth ,Kansas,Midwest,1923,1999,199,Suburban,39.32746,-94.918953,2
1609,Relay Graduate School of Education,New York City ,New York,Northeast,2011,3999,399,Urban,40.713054,-74.007228,2
1610,Ozark Christian College,Joplin ,Missouri,Midwest,1942,999,99,Urban,37.087628,-94.512248,2
1611,Philander Smith College,Little Rock ,Arkansas,Southeast,1882,1999,99,Urban,34.748745,-92.275105,1
1612,Villa Maria College,Buffalo ,New York,Northeast,1961,999,199,Urban,42.887691,-78.879374,2
1613,St. Johns River State College,Palatka ,Florida,Southeast,1958,9999,499,Suburban,29.647203,-81.651886,2
1614,Peirce College,Philadelphia ,Pennsylvania,Northeast,1865,2999,50,Urban,39.951061,-75.16562,2
1615,Holy Apostles College and Seminary,Cromwell ,Connecticut,Northeast,1956,999,50,Suburban,41.595859,-72.645562,2
1616,Nevada State College,Henderson ,Nevada,West,2002,5999,99,Suburban,36.034095,-114.984455,2
1617,Pennsylvania College of Art and Design,Lancaster ,Pennsylvania,Northeast,1982,499,99,Urban,40.039401,-76.307078,2
1618,Dunwoody College of Technology,Minneapolis ,Minnesota,Midwest,1914,1999,199,Urban,44.977479,-93.264346,1
1619,Fisher College,Boston ,Massachusetts,Northeast,1903,3999,199,Urban,42.358894,-71.056742,2
1620,Carolina University,Winston Salem ,North Carolina,Southeast,1945,999,99,Urban,36.096261,-80.243735,2
1621,Lincoln College,Lincoln ,Illinois,Midwest,1865,1999,199,Suburban,40.148571,-89.365188,2
1622,Conway School of Landscape Design,Northampton ,Massachusetts,Northeast,1972,250,50,Urban,42.31952,-72.629756,2
1623,Rochester University,Rochester Hills ,Michigan,Midwest,1959,1999,99,Suburban,42.652398,-83.132561,3
1624,College of Coastal Georgia,Brunswick ,Georgia,Southeast,1961,4999,299,Urban,31.168992,-81.50248,2
1625,St Andrews University,Laurinburg ,North Carolina,Southeast,1958,999,99,Suburban,34.774167,-79.462818,2
1626,Appalachian Bible College,Mount Hope ,West Virginia,Southeast,1950,499,99,Suburban,37.893568,-81.16594,2
1627,Bethany Lutheran College,Mankato ,Minnesota,Midwest,1927,999,99,Urban,44.166117,-94.005587,1
1628,Webb Institute,Glen Cove ,New York,Northeast,1889,250,50,Suburban,40.867785,-73.63976,2
1629,Clarks Summit University,Clarks Summit ,Pennsylvania,Northeast,1932,999,50,Suburban,41.492139,-75.709113,2
1630,American Baptist College,Nashville ,Tennessee,Southeast,1924,250,50,Urban,36.166687,-86.779932,2
1631,"Aquinas College, Tennessee",Nashville ,Tennessee,Southeast,1961,999,N/A,Christian-Catholic,36.166687,-86.779932,2
1632,Arkansas Baptist College,Little Rock ,Arkansas,Southeast,1884,999,99,Urban,34.748745,-92.275105,1
1633,Kuyper College,Grand Rapids ,Michigan,Midwest,1939,250,50,Suburban,42.965446,-85.670209,2
1634,Judson College,Marion ,Alabama,Southeast,1838,499,99,Rural,32.631708,-87.309965,2
1635,University of Mount Olive,Mount Olive ,North Carolina,Southeast,1951,4999,99,Suburban,35.198265,-78.061635,2
1636,Mercy College of Ohio,Toledo ,Ohio,Midwest,1917,1999,99,Urban,41.655298,-83.535717,2
1637,Bryn Athyn College,Bryn Athyn ,Pennsylvania,Northeast,1877,499,99,Suburban,40.13334,-75.061886,2
1638,Humphreys University,Stockton ,California,West,1896,999,99,Urban,37.957541,-121.292451,2
1639,Benjamin Franklin Institute of Technology,Boston ,Massachusetts,Northeast,1908,999,99,Urban,42.358894,-71.056742,2
1640,Donnelly College,Kansas City ,Kansas,Midwest,1949,999,50,Urban,39.1127,-94.626804,2
1641,Lake Forest Graduate School of Management,Lake Forest ,Illinois,Midwest,1946,999,199,Suburban,42.232631,-87.854956,2
1642,University of Valley Forge,Phoenixville ,Pennsylvania,Northeast,1939,999,99,Suburban,40.132857,-75.515819,2
1643,Maria College,Albany ,New York,Northeast,1958,1999,99,Urban,42.651242,-73.755418,2
1644,VanderCook College of Music,Chicago ,Illinois,Midwest,1909,1999,50,Urban,41.883229,-87.632398,2
1645,Boricua College,New York City ,New York,Northeast,1974,1999,99,Urban,40.713054,-74.007228,2
1646,Oak Hills Christian College,Bemidji ,Minnesota,Midwest,1946,250,50,Rural,47.472647,-94.879661,1
1647,Heritage Christian University,Florence ,Alabama,Southeast,1971,250,50,Urban,34.801317,-87.673264,2
1648,University of Maine at Farmington,Farmington ,Maine,Northeast,1864,2999,199,Rural,44.67063,-70.151254,2
1649,Point University,West Point ,Georgia,Southeast,1937,2999,299,Suburban,32.876125,-85.184282,2
1650,Alaska Bible College,Palmer ,Alaska,Outside,1966,250,50,Rural,61.599411,-149.122551,1
1651,CUNY School of Law,Long Island City ,New York,Northeast,1983,999,99,Urban,40.744701,-73.949203,2
1652,The College of Westchester,White Plains ,New York,Northeast,1915,1999,99,Suburban,41.032587,-73.766669,2
1653,Stillman College,Tuscaloosa ,Alabama,Southeast,1876,999,99,Urban,33.210617,-87.565564,2
1654,Memphis College of Art,Memphis ,Tennessee,Southeast,1936,499,50,Urban,35.143378,-90.052136,2
1655,The School of Architecture,Cosanti ,Arizona,Southwest,1932,250,50,Suburban,34.29323,-111.6646,1
1656,Kettering College,Kettering ,Ohio,Midwest,1967,1999,99,Suburban,39.689571,-84.167354,2
1657,San Diego Christian College,Santee ,California,West,1970,999,199,Suburban,32.871379,-116.971181,2
1658,Goldfarb School of Nursing at Barnes-Jewish College,St. Louis ,Missouri,Midwest,1902,1999,199,Urban,38.630276,-90.200309,2
1659,Martin University,Indianapolis ,Indiana,Midwest,1977,499,50,Urban,39.76845,-86.156212,2
1660,Five Towns College,Dix Hills ,New York,Northeast,1972,999,199,Suburban,40.812322,-73.345795,4
1661,Mercy College of Health Sciences,Des Moines ,Iowa,Midwest,1899,999,199,Urban,41.588822,-93.620309,2
1662,Boise Bible College,Boise ,Idaho,West,1945,250,50,Suburban,43.615791,-116.201579,1
1663,University of the West,Rosemead ,California,West,1990,499,50,Suburban,34.080676,-118.077638,2
1664,Blessing-Rieman College of Nursing and Health Sciences,Quincy ,Illinois,Midwest,1985,499,50,Rural,39.93553,-91.388754,2
1665,Ohio Valley University,Vienna ,West Virginia,Southeast,1960,999,99,Urban,39.327729,-81.548228,2
1666,Medgar Evers College,Brooklyn ,New York,Northeast,1970,9999,499,Urban,40.692529,-73.990996,2
1667,Gratz College,Melrose Park ,Pennsylvania,Northeast,1895,499,50,Suburban,40.061699,-75.132202,2
1668,Iowa Wesleyan University,Mount Pleasant ,Iowa,Midwest,1842,999,99,Rural,40.965605,-91.554839,2
1669,Pontifical Faculty of the Immaculate Conception,Washington ,District of Columbia,Northeast,1905,250,50,Urban,38.892062,-77.019912,2
1670,Mid-Atlantic Christian University,Elizabeth City ,North Carolina,Southeast,1948,250,50,Suburban,36.302126,-76.223253,2
1671,Watkins College of Art,Nashville ,Tennessee,Southeast,1885,250,99,Urban,36.166687,-86.779932,2
1672,Trinity Bible College,Ellendale ,North Dakota,Midwest,1948,250,50,Rural,46.002563,-98.527367,2
1673,Chipola College,Marianna ,Florida,Southeast,1947,2999,299,Rural,30.775533,-85.239053,2
1674,Trinity College of Florida,Trinity ,Florida,Southeast,1932,250,50,Suburban,28.175591,-82.669418,2
1675,Pacific Oaks College,Pasadena ,California,West,1945,1999,399,Urban,34.14955,-118.141452,2
1676,Laguna College of Art and Design,Laguna Beach ,California,West,1961,999,199,Rural,33.545844,-117.781731,3
1677,Presentation College,Aberdeen ,South Dakota,Midwest,1951,999,99,Rural,45.465163,-98.488057,2
1678,Tennessee Wesleyan University,Athens ,Tennessee,Southeast,1857,1999,99,Rural,35.448396,-84.606903,2
1679,New England College of Optometry,Boston ,Massachusetts,Northeast,1894,999,99,Urban,42.358894,-71.056742,2
1680,Cox College,Springfield ,Missouri,Midwest,1907,1999,99,Urban,37.215521,-93.292361,2
1681,Thomas University,Thomasville ,Georgia,Southeast,1950,2999,199,Rural,30.835525,-83.978387,2
1682,Allen College,Waterloo ,Iowa,Midwest,1989,999,99,Urban,42.493469,-92.34364,2
1683,Thomas More College of Liberal Arts,Merrimack ,New Hampshire,Northeast,1978,250,50,Suburban,42.866953,-71.495437,2
1684,Calvary University,Kansas City ,Missouri,Midwest,1932,499,99,Urban,39.099792,-94.578559,2
1685,Westfield State University,Westfield ,Massachusetts,Northeast,1838,7999,599,Suburban,42.121185,-72.749082,2
1686,Williams Baptist University,Walnut Ridge ,Arkansas,Southeast,1941,999,50,Rural,36.069736,-90.957539,2
1687,Magdalen College of the Liberal Arts,Warner ,New Hampshire,Northeast,1973,250,50,Rural,43.280839,-71.816608,2
1688,"Emmanuel College, Georgia",Franklin Springs ,Georgia,Southeast,1919,1999,99,Rural,34.284948,-83.144563,2
1689,Sofia University,Palo Alto ,California,West,1975,999,99,Urban,37.445103,-122.160363,2
1690,San Joaquin College of Law,Clovis ,California,West,1969,250,50,Suburban,36.823982,-119.696376,1
1691,Dharma Realm Buddhist University,Ukiah ,California,West,1976,250,50,Rural,39.149997,-123.207635,1
1692,God's Bible School and College,Cincinnati ,Ohio,Midwest,1900,499,99,Urban,39.104427,-84.513808,2
1693,Illinois College of Optometry,Chicago ,Illinois,Midwest,1872,999,99,Urban,41.883229,-87.632398,2
1694,Allen University,Columbia ,South Carolina,Southeast,1870,999,99,Urban,34.009286,-81.037094,2
1695,Dominican School of Philosophy & Theology,Berkeley ,California,West,1932,250,50,Urban,37.869058,-122.270455,1
1696,University of Holy Cross,New Orleans ,Louisiana,Southeast,1916,1999,199,Urban,29.950621,-90.074948,1
1697,The Wright Institute,Berkeley ,California,West,1969,999,99,Urban,37.869058,-122.270455,1
1698,Baptist University of the Americas,San Antonio ,Texas,Southwest,1947,250,50,Urban,29.425173,-98.494599,2
1699,Rocky Vista University,Parker ,Colorado,West,2006,999,199,Urban,39.518515,-104.762773,1
1700,Welch College,Gallatin ,Tennessee,Southeast,1942,499,99,Suburban,36.381608,-86.44383,2
1701,Southwestern Christian University,Bethany ,Oklahoma,Southwest,1946,999,99,Suburban,35.507901,-97.635174,2
1702,Middle Tennessee School of Anesthesia,Madison ,Tennessee,Southeast,1950,499,50,Suburban,36.2561,-86.713898,2
1703,Franciscan Missionaries of Our Lady University,Baton Rouge ,Louisiana,Southeast,1923,1999,99,Urban,30.443319,-91.187488,1
1704,Florida Gateway College,Lake City ,Florida,Southeast,1947,4999,199,Rural,30.188652,-82.637146,2
1705,College of Biblical Studies,Houston ,Texas,Southwest,1979,999,99,Urban,29.760803,-95.369506,2
1706,Pennsylvania College of Health Sciences,Lancaster ,Pennsylvania,Northeast,1903,2999,99,Suburban,40.039401,-76.307078,2
1707,Plaza College,New York City ,New York,Northeast,1916,1999,99,Urban,40.713054,-74.007228,2
1708,Grace Christian University,Wyoming ,Michigan,Midwest,1945,1999,50,Urban,42.913415,-85.695442,2
1709,The Baptist College of Florida,Graceville ,Florida,Southeast,1943,499,50,Rural,30.960913,-85.518421,2
1710,Nebraska Christian College,Papillion ,Nebraska,Midwest,1945,250,50,Rural,41.156464,-96.042941,2
1711,Central Christian College of the Bible,Moberly ,Missouri,Midwest,1957,499,50,Rural,39.421755,-92.433556,2
1712,United States University,San Diego ,California,West,1997,999,50,Urban,32.71576,-117.163817,4
1713,East-West University,Chicago ,Illinois,Midwest,1980,999,50,Urban,41.883229,-87.632398,2
1714,Davis College,Johnson City ,New York,Northeast,1900,499,50,Suburban,42.115476,-75.956045,2
1715,Great Lakes Christian College,Lansing ,Michigan,Midwest,1949,250,50,Suburban,42.733625,-84.553927,2
1716,Oak Point University,Chicago ,Illinois,Midwest,1914,1999,99,Urban,41.883229,-87.632398,2
1717,Rocky Mountain University of Health Professions,Provo ,Utah,West,1998,999,99,Urban,40.233677,-111.663926,2
1718,Jamestown Business College,Jamestown ,New York,Northeast,1886,499,50,Suburban,42.098961,-79.242051,2
1719,Clear Creek Baptist Bible College,Pineville ,Kentucky,Southeast,1926,250,50,Rural,36.763443,-83.693622,2
1720,"Southwestern College, Santa Fe",Santa Fe ,New Mexico,Southwest,1979,250,50,Suburban,35.692133,-105.939593,2
1721,Crowley's Ridge College,Paragould ,Arkansas,Southeast,1964,250,50,Rural,36.052644,-90.505164,2
1722,The King's University,Southlake ,Texas,Southwest,1997,999,99,Suburban,32.941061,-97.133584,2
1723,Bellin College,Green Bay ,Wisconsin,Midwest,1909,999,50,Rural,44.513288,-88.013256,1
1724,Wade College,Dallas ,Texas,Southwest,1962,250,50,Urban,32.777977,-96.796215,1
1725,Saint Augustine College,Chicago ,Illinois,Midwest,1980,1999,199,Urban,41.883229,-87.632398,2
1726,Labouré College,Milton ,Massachusetts,Northeast,1892,1999,99,Suburban,42.248566,-71.069184,2
1727,Arlington Baptist University,Arlington ,Texas,Southwest,1939,250,50,Urban,32.735594,-97.10711,2
1728,Northpoint Bible College,Haverhill ,Massachusetts,Northeast,1924,499,99,Suburban,42.777425,-71.077334,2
1729,Bryan College of Health Sciences,Lincoln ,Nebraska,Midwest,2001,999,99,Urban,40.813599,-96.70261,1
1730,John Paul the Great Catholic University,Escondido ,California,West,2003,499,50,Urban,33.130363,-117.085357,2
1731,Tri-State Bible College,South Point ,Ohio,Midwest,1970,250,50,Rural,38.417122,-82.585539,2
1732,Michigan School of Psychology,Farmington Hills ,Michigan,Midwest,1981,250,50,Urban,42.485645,-83.357869,3
1733,Ecclesia College,Springdale ,Arkansas,Southeast,1975,499,99,Rural,36.185104,-94.138521,2
1734,Lakeview College of Nursing,Danville ,Illinois,Midwest,1894,499,50,Urban,40.142128,-87.630211,2
1735,Baptist Bible College,Springfield ,Missouri,Midwest,1950,499,50,Urban,37.215521,-93.292361,2
1736,Beulah Heights University,Atlanta ,Georgia,Southeast,1918,999,99,Urban,33.748547,-84.391502,2
1737,St. Louis Christian College,Florissant ,Missouri,Midwest,1956,250,50,Suburban,38.789013,-90.322755,2
1738,Methodist College,Peoria ,Illinois,Midwest,1900,999,99,Urban,40.694592,-89.590362,2
1739,Helene Fuld College of Nursing,New York City ,New York,Northeast,1945,999,99,Urban,40.713054,-74.007228,2
1740,Trinity College of Nursing & Health Sciences,Rock Island ,Illinois,Midwest,1898,499,50,Urban,41.472348,-90.583568,2
1741,New Hope Christian College,Eugene ,Oregon,West,1925,250,N/A,Urban,44.052153,-123.091195,1
1742,The University of West Los Angeles,Inglewood ,California,West,1966,250,N/A,Suburban,33.961767,-118.353336,5
1743,Pillar College,Newark ,New Jersey,Northeast,1908,999,199,Urban,40.731507,-74.174388,2
1744,Denver College of Nursing,Denver ,Colorado,West,,1999,199,Urban,39.738453,-104.984853,1
1745,Providence Christian College,Pasadena ,California,West,2002,250,50,Suburban,34.14955,-118.141452,2
1746,Bethesda University,Anaheim ,California,West,1976,499,N/A,Urban,33.834492,-117.915638,5
1747,Good Samaritan College of Nursing and Health Science,Cincinnati ,Ohio,Midwest,2001,999,50,Urban,39.104427,-84.513808,2
1748,Research College of Nursing,Kansas City ,Missouri,Midwest,1905,999,50,Urban,39.099792,-94.578559,2
1749,Richmont Graduate University,Chattanooga ,Tennessee,Southeast,1933,499,50,Urban,35.045756,-85.308287,2
1750,WON Institute of Graduate Studies,Glenside ,Pennsylvania,Northeast,2001,250,99,Suburban,40.102454,-75.151903,2
1751,Southeastern Baptist College,Laurel ,Mississippi,Southeast,1948,250,N/A,Rural,31.691551,-89.12937,2
1752,Wisconsin School of Professional Psychology,Milwaukee ,Wisconsin,Midwest,1978,250,50,Urban,43.041072,-87.909421,2
1753,Indiana University Fort Wayne,Fort Wayne ,Indiana,Midwest,2018,14999,399,Suburban,41.077474,-85.137495,2
1754,Saint Anthony College of Nursing,Rockford ,Illinois,Midwest,1915,499,99,Urban,42.266802,-89.088377,2
1755,Cabarrus College of Health Sciences,Concord ,North Carolina,Southeast,1942,999,99,Urban,35.408672,-80.579179,2
1756,Geisinger Commonwealth School of Medicine,Scranton ,Pennsylvania,Northeast,2008,999,99,Urban,41.409113,-75.662346,2
1757,Irell and Manella Graduate School of Biological Sciences,Duarte ,California,West,1994,250,50,Suburban,34.139586,-117.973256,1
1758,Antioch University Santa Barbara,Santa Barbara ,California,West,1977,499,199,Urban,34.420867,-119.698342,1
1759,Antioch University Los Angeles,Culver City ,California,West,1972,1999,N/A,Suburban,34.0225,-118.394287,3
1760,Saint Francis Medical Center College of Nursing,Peoria ,Illinois,Midwest,1905,999,99,Urban,40.694592,-89.590362,2
1761,Antioch University New England,Keene ,New Hampshire,Northeast,1964,1999,199,Rural,42.933677,-72.278255,2
1762,Antioch University Seattle,Seattle ,Washington,West,1975,999,N/A,Urban,47.603229,-122.33028,2
1763,Paul Quinn College,Dallas ,Texas,Southwest,1872,999,99,Urban,32.777977,-96.796215,1
1764,Ohio University Southern,Ironton ,Ohio,Midwest,1804,1999,199,Suburban,38.531473,-82.677901,2
